ExperienceLevel,Title,Normalized_Skill
Fresher,Project Manager,"['time management', 'basic knowledge of waterfall and agile', 'basic budgeting and resource allocation', 'communication', 'kpi tracking', 'task scheduling', 'kpi tracking and reporting basics', 'basic budgeting', 'basic project planning', 'multitasking', 'communication skills', 'teamwork and collaboration', 'familiarity with jira and trello', 'communication and coordination', 'collaboration and teamwork', 'familiarity with ms project and trello', 'critical thinking', 'reporting', 'understanding of agile, scrum, waterfall', 'project management methodology basics', 'reporting and documentation', 'adaptability', 'task and milestone tracking', 'reporting basics', 'resource allocation basics', 'team collaboration', 'basic project planning and scheduling', 'communication and interpersonal skills', 'understanding of agile and scrum methodologies', 'budgeting basics', 'familiarity with jira, ms project, trello', 'familiarity with project tools (ms project, trello)', 'problem-solving and critical thinking', 'familiarity with microsoft project, jira, trello', 'problem-solving', 'basic knowledge of project management methodologies (agile, scrum, waterfall)']"
Fresher,Python Developer,"['django basics', 'teamwork', 'css basics', 'python basics', 'communication', 'git basics', 'pytest basics', 'pandas basics', 'exception handling', 'control flow', 'unittest basics', 'oop', 'matplotlib basics', 'fastapi basics', 'functions', 'javascript basics', 'adaptability', 'mongodb basics', 'flask basics', 'oop basics', 'sql basics', 'numpy basics', 'html basics', 'problem-solving', 'data types']"
Fresher,Robotics Engineer,"['teamwork', 'python basics', 'communication', 'pid fundamentals', 'lidar and infrared sensors basics', 'problem solving', 'embedded systems basics', 'ros basics', 'sensors basics (lidar, ultrasonic, infrared)', 'pid controller fundamentals', 'pid controllers', 'lidar and ultrasonic sensors basics', 'pid control basics', 'solidworks basics', 'sensor integration basics', 'solidworks', 'arduino basics', 'motor control', 'motor control basics', 'dynamics', 'linear algebra', 'autocad basics', 'autocad', 'c++ basics', 'adaptability', 'raspberry pi basics', 'kinematics', 'servo motors basics', 'matlab basics']"
Fresher,SEO Specialist,"['basic html/css', 'site indexing basics', 'google search console', 'html, css, javascript basics', 'off-page seo', 'content optimization', 'social media seo basics', 'google analytics ga4', 'basic link building', 'link building', 'google analytics basics', 'page speed optimization', 'seo copywriting', 'on-page seo basics', 'technical seo basics', 'keyword research', 'content optimization basics', 'link building basics', 'local seo basics', 'crawlability checks', 'local seo', 'off-page seo basics', 'html/css basics', 'search console basics', 'schema markup basics', 'looker studio', 'mobile seo basics', 'on-page seo', 'mobile seo']"
Fresher,Sales Executive,"['crm basics', 'time management', 'adaptability', 'communication', 'digital sales fundamentals', 'product knowledge', 'active listening', 'sales automation awareness', 'lead generation', 'customer engagement', 'digital sales awareness', 'relationship building']"
Fresher,Site Reliability Engineer,"['time management', 'networking basics (tcp/ip, dns)', 'shell scripting', 'python basics', 'communication', 'monitoring tools intro (prometheus, grafana)', 'tcp/ip networking', 'analytical thinking', 'tcp/ip networking basics', 'basic monitoring (nagios, grafana)', 'bash scripting basics', 'windows fundamentals', 'containerization basics (docker)', 'windows os fundamentals', 'bash/shell scripting', 'linux fundamentals', 'linux administration basics', 'docker basics', 'networking fundamentals', 'basic ci/cd', 'shell scripting (bash/zsh)', 'kubernetes introduction', 'cloud fundamentals (aws, gcp, azure)', 'kubernetes basics', 'collaboration', 'monitoring basics (prometheus/grafana/nagios)', 'basic ci/cd concepts', 'cloud platforms basics (aws/azure/gcp)', 'introduction to cloud platforms', 'ci/cd fundamentals', 'intro to monitoring (prometheus/grafana)', 'cloud platform basics (aws/azure/gcp)', 'docker fundamentals', 'basic automation scripts', 'adaptability', 'cloud fundamentals (aws/azure/gcp)', 'monitoring basics (nagios, grafana)', 'linux basics', 'linux os basics', 'linux administration fundamentals', 'windows os basics', 'problem-solving', 'docker introduction']"
Fresher,Software Developer - Entry Level,"['teamwork', 'git', 'communication', 'html', 'c++', 'azure basics', 'analytical thinking', 'xcode', 'java', 'android studio', 'react', 'python', 'angular', 'css', 'kotlin', 'collaboration', 'swift', 'sql', 'aws basics', 'nosql', 'javascript', 'ml libraries (scikit-learn, pandas)', 'problem-solving']"
Fresher,Software Engineer - Entry Level,"['git', 'html', 'c++', 'django', 'responsive design', 'azure', 'java', 'intellij', 'rest apis', 'react', 'figma', 'vue.js', 'docker', 'python', 'angular', 'mysql', 'algorithms', 'sql', 'vs code', 'apis', 'data structures', 'iot basics', 'mongodb', 'pycharm', 'game development', 'visual studio', 'github', 'rust', 'trello', 'javascript', 'jira', 'unity', 'jupyter notebook', 'node.js', 'machine learning basics', 'css', 'postman', 'cybersecurity basics']"
Fresher,Software Tester (SDET),"['teamwork', 'python basics', 'communication', 'jenkins basics', 'functional testing', 'selenium webdriver basics', 'attention to detail', 'regression testing', 'postman basics', 'functional and regression testing', 'c# basics', 'agile understanding', 'cypress basics', 'agile/scrum knowledge', 'jmeter basics', 'selenium basics', 'java basics', 'api testing', 'agile/scrum understanding', 'api testing basics', 'problem-solving', 'postman', 'basic jenkins']"
Fresher,Solutions Architect,"['teamwork', 'basic ci/cd and devops exposure', 'python basics', 'communication', 'azure basics', 'gcp basics', 'ci/cd basics', 'introductory node.js knowledge', 'basic security and compliance awareness', 'ci/cd introduction', 'node.js basics', 'docker/kubernetes basics', 'basic ci/cd', 'gcp fundamentals', 'basic security awareness', 'java fundamentals', 'python fundamentals', 'introductory security awareness', 'aws fundamentals', 'introductory microservices knowledge', 'javascript fundamentals', 'kubernetes fundamentals', 'ci/cd fundamentals', 'docker fundamentals', 'java basics', 'aws basics', 'azure fundamentals', 'basic container orchestration knowledge', 'introductory docker/kubernetes knowledge', 'basic architecture design', 'team collaboration', 'google cloud fundamentals', 'docker/kubernetes fundamentals', 'problem-solving', 'basic microservices understanding']"
Fresher,System Engineer,"['python', 'linux', 'windows server', 'vmware', 'networking basics']"
Fresher,System Engineer - Entry Level,"['python basics', 'monitoring tools', 'virtualbox', 'windows server', 'networking fundamentals']"
Fresher,System Engineer Intern,"['scripting fundamentals', 'monitoring tools', 'linux basics', 'cloud basics', 'networking']"
Fresher,System Engineer Trainee,"['azure fundamentals', 'python basics', 'monitoring tools', 'windows server', 'networking']"
Fresher,Technical Writer,"['basic html/css', 'time management', 'clear writing', 'adaptability', 'markdown', 'grammar and style', 'interviewing smes', 'basic html', 'collaboration', 'proofreading', 'cms basics', 'technical accuracy', 'research skills', 'attention to detail']"
Fresher,Trainee Android App Developer,"['ui/ux basics', 'xml', 'sqlite', 'kotlin', 'git', 'java', 'rest api', 'android studio']"
Fresher,Trainee Network Engineer,"['tcp/ip', 'firewalls basics', 'lan/wan', 'ids/ips intro', 'nagios basics']"
Fresher,Trainee Security Analyst,"['python', 'linux commands', 'network security basics', 'nessus', 'gdpr basics']"
Fresher,Trainee UX Designer,"['invision', 'css basics', 'html basics', 'wireframing', 'adobe xd', 'prototyping', 'figma']"
Fresher,Trainee iOS Developer,"['simulator', 'swift', 'cocoa touch', 'xcode', 'rest apis', 'json handling']"
Fresher,UI Designer,"['branding', 'branding basics', 'html', 'ui/ux design basics', 'typography', 'usability basics', 'illustrator', 'photoshop', 'responsive design', 'responsive layouts', 'color theory', 'wireframing', 'adobe xd', 'css', 'prototyping', 'sketch', 'ui basics', 'figma']"
Fresher,UX Apprentice,"['adobe xd', 'prototyping', 'sketch', 'information architecture basics', 'figma']"
Fresher,UX Design Intern,"['wireframes', 'adobe xd', 'prototyping', 'sketch', 'figma']"
Fresher,UX Designer,"['css basics', 'user research', 'html basics', 'typography', 'color theory', 'wireframing', 'adobe xd', 'prototyping', 'sketch', 'figma']"
Fresher,UX Intern,"['usability testing', 'typography', 'color theory', 'adobe xd', 'sketch', 'figma']"
Fresher,UX Trainee Designer,"['user flows', 'typography', 'adobe xd', 'prototyping', 'figma']"
Fresher,Web Developer,"['git', 'python basics', 'mysql basics', 'responsive design', 'html5', 'rest apis', 'php basics', 'ui/ux fundamentals', 'node.js basics', 'vue.js basics', 'json', 'angular basics', 'restful apis', 'css3', 'mongodb basics', 'ajax', 'react basics', 'javascript', 'github basics']"
Fresher,iOS App Developer Intern,"['git', 'uikit', 'swift', 'cocoa touch', 'mvc', 'xcode', 'basic debugging']"
Fresher,iOS Developer Trainee,"['simulator', 'uikit', 'swift', 'cocoa touch', 'xcode']"
Fresher,iOS Junior Developer,"['simulator', 'swift', 'cocoa touch', 'mvc', 'xcode']"
Fresher,iOS Mobile Developer,"['git', 'simulator', 'uikit', 'swift', 'ui/ux design', 'cocoa touch', 'json', 'xcode', 'objective-c', 'rest apis']"
Junior,Vibe Coder,"['teamwork', 'css basics', 'python basics', 'communication', 'ai-assisted code evaluation', 'code evaluation', 'prompt engineering fundamentals', 'prompt engineering basics', 'ruby basics', 'ai coding assistant usage (chatgpt, copilot)', 'prompt creation', 'ai coding assistants', 'critical thinking', 'collaboration', 'html/css basics', 'javascript basics', 'code review basics', 'ai coding assistant usage', 'adaptability', 'debugging ai outputs', 'vue basics', 'prompt crafting basics', 'react basics', 'debugging', 'html basics', 'problem-solving']"
Lead,Vibe Coder,"['python expert', 'debugging ai outputs', 'creativity', 'project leadership', 'cross-functional collaboration', 'ai coding assistant mastery', 'team management', 'strategic planning', 'react/vue expert', 'react/vue frameworks expert', 'prompt engineering expert', 'innovation management', 'javascript expert', 'problem-solving', 'mentoring', 'ruby advanced', 'agile workflow oversight', 'agile oversight']"
Mid-Level,Business Analyst,"['advanced data analysis', 'business process mapping', 'critical thinking', 'stakeholder communication', 'power bi', 'tableau', 'data analysis', 'data storytelling', 'sql', 'agile methodology', 'business process modeling', 'agile project management', 'requirement gathering', 'agile methodologies']"
Mid-Level,Content Writer,"['time management', 'fact-checking and research', 'ai-assisted content creation', 'digital marketing awareness', 'ai-assisted content tools', 'content optimization', 'content strategy development', 'research and fact-checking', 'content strategy planning', 'editing and proofreading', 'advanced writing skills', 'content strategy support', 'advanced writing and editing', 'collaboration and teamwork', 'blog and article writing', 'seo keyword research', 'wordpress or cms proficiency', 'cms tools', 'seo optimization', 'ai content tools', 'collaboration', 'cms proficiency', 'multi-format content creation', 'digital marketing knowledge', 'cms and ai tools', 'multi-format content creation (blogs, social media, video scripts)', 'social media content', 'collaboration with marketing teams', 'digital marketing tools (ga, semrush)', 'analytics basics']"
Mid-Level,Copywriter,"['time management', 'content adaptation for brand voice', 'digital marketing expertise', 'brand voice consistency', 'ai-assisted content creation', 'digital marketing channel familiarity', 'storytelling and creativity', 'advanced copywriting', 'ai-assisted content tools', 'research and fact-checking', 'content research and accuracy', 'editing and proofreading', 'collaboration and communication', 'digital marketing familiarity', 'advanced seo', 'collaboration', 'seo optimization', 'cms proficiency', 'digital marketing knowledge', 'content research', 'seo and keyword optimization', 'cms and ai tools', 'brand voice alignment', 'strategic copywriting', 'digital marketing tools', 'creativity', 'collaboration with marketing teams', 'team collaboration', 'ai-assisted writing tools', 'cms and ai tools proficiency', 'storytelling']"
Mid-Level,Graphic Designer,"['web and mobile design', 'indesign', 'adobe photoshop', 'web design basics', 'typography', 'motion graphics', 'illustrator', 'adobe xd', 'photoshop', 'web design', 'color theory', 'after effects', 'figma']"
Mid-Level,Market Research Analyst,"['predictive modeling', 'predictive analytics', 'python basics', 'python', 'r', 'tableau', 'statistical analysis', 'competitive analysis', 'data storytelling', 'market segmentation', 'survey design', 'presentation skills', 'excel', 'spss', 'excel advanced functions', 'regression', 'regression analysis']"
Mid-Level,Operations Manager,"['workflow automation', 'kpi tracking', 'problem solving', 'process optimization', 'budget management', 'erp systems', 'budget monitoring', 'kpi reporting', 'data analysis', 'process improvement', 'budget oversight', 'resource allocation', 'cross-functional collaboration', 'workflow optimization', 'team management', 'kpi monitoring', 'erp/crm tools', 'resource planning', 'scheduling', 'cross-functional coordination', 'team leadership']"
Mid-Level,SEO Specialist,"['advanced content optimization', 'advanced seo strategy', 'search console', 'local seo optimization', 'technical seo', 'schema markup and structured data', 'privacy-compliant seo', 'privacy-compliant seo (gdpr)', 'content optimization', 'schema markup', 'google analytics ga4', 'seo strategy', 'ai-driven seo tools', 'voice search optimization', 'link building', 'page speed optimization', 'off-page optimization', 'analytics (ga4, looker studio, search console)', 'ai-driven seo insights', 'link building strategy', 'technical seo audits', 'content strategy and seo copywriting', 'site speed optimization', 'local seo', 'analytics (ga4, search console, looker studio)', 'multimodal search optimization', 'content marketing optimization', 'site architecture optimization', 'on-page optimization', 'analytics (ga4, looker studio)', 'local & mobile seo', 'schema markup implementation', 'looker studio', 'on-page and off-page optimization', 'visual search optimization', 'content strategy', 'content marketing', 'link building and backlink analysis', 'ai-powered seo analytics']"
Mid-Level,Sales Executive,"['social selling', 'negotiation', 'sales forecasting', 'time management', 'pipeline management', 'hubspot', 'closing deals', 'salesforce', 'product demos', 'lead generation', 'closing techniques', 'product demonstrations']"
Mid-Level,Technical Writer,"['madcap flare', 'html/css/xml', 'agile documentation', 'proofreading', 'cms', 'ai writing tools', 'editing', 'technical writing', 'adobe framemaker', 'version control']"
Mid-Senior,Data Scientist - Experienced,"['java/scala', 'spark', 'reinforcement learning', 'clustering', 'python (advanced)', 'r', 'deep learning', 'tableau', 'powerbi', 'ensemble methods', 'classification', 'sql', 'etl pipelines', 'nlp', 'hadoop', 'regression']"
Mid-Senior,Machine Learning Engineer - Experienced,"['ml/dl: supervised/unsupervised learning, deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx', 'python (advanced)', 'r', 'sql', 'feature engineering and etl automation', 'java', 'mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)', 'big data: hadoop, spark']"
Mid-Senior Level,AI Engineer - Experienced,"['kubernetes', 'deep learning', 'r', 'c++', 'pytorch', 'ci/cd', 'llms', 'nlp', 'azure', 'gcp', 'apache spark', 'java', 'aws', 'docker', 'python', 'onnx', 'tensorflow', 'mlops', 'lime', 'computer vision', 'hugging face transformers', 'shap', 'generative ai', 'reinforcement learning', 'model monitoring', 'hadoop', 'scikit-learn']"
Mid-Senior Level,Frontend Developer - Experienced,"['vue.js', 'git', 'javascript (es6+)', 'performance optimization', 'angular', 'unit & e2e testing', 'ci/cd', 'html5', 'css3', 'react/redux']"
Mid-Senior Level,Test Automation Engineer - Experienced,"['testrail', 'selenium', 'jenkins', 'python', 'csharp', 'docker', 'restassured', 'jira', 'cucumber', 'java', 'jmeter', 'appium', 'gitlab ci/cd', 'postman']"
Mid-level,Vibe Coder,"['communication', 'task planning with jira/trello', 'project management basics', 'code evaluation and debugging', 'agile project management', 'python advanced', 'creative problem solving', 'code evaluation', 'ruby basics', 'ai coding assistants', 'critical thinking', 'collaboration', 'vue frameworks', 'prompt optimization', 'react frameworks', 'javascript advanced', 'ai coding assistant usage', 'adaptability', 'prompt engineering', 'debugging ai outputs', 'team collaboration', 'ai coding assistant proficiency', 'debugging ai-generated code', 'debugging', 'problem-solving', 'react/vue frameworks']"
Senior,Data Science Team Lead,"['predictive modeling', 'java/scala', 'feature engineering', 'spark', 'aws', 'reinforcement learning', 'python', 'r', 'etl automation', 'tableau', 'powerbi', 'ensemble methods', 'classification', 'sql', 'nlp', 'hadoop', 'gcp', 'regression']"
Senior,Lead Data Scientist,"['feature engineering', 'spark', 'git', 'r', 'ensemble methods', 'nlp', 'azure', 'jupyter', 'java/scala', 'aws', 'python', 'regression', 'tableau', 'classification', 'sql', 'reinforcement learning', 'etl automation', 'powerbi', 'hadoop']"
Senior,Lead ML/AI Engineer,"['advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx', 'scala', 'python', 'r', 'feature engineering, etl pipelines', 'mlops: ci/cd pipelines, monitoring, cloud deployment (aws/gcp/azure)', 'sql', 'java', 'big data: hadoop, spark']"
Senior,Lead Machine Learning Engineer,"['advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx', 'scala', 'mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)', 'python', 'r', 'feature engineering, etl pipelines', 'sql', 'java', 'big data: hadoop, spark']"
Senior,Lead Machine Learning Scientist,"['java/scala', 'feature engineering', 'spark', 'aws', 'reinforcement learning', 'deep learning', 'python', 'r', 'etl automation', 'tableau', 'powerbi', 'ensemble methods', 'sql', 'nlp', 'hadoop', 'azure']"
Senior,Machine Learning Scientist,"['java/scala', 'feature engineering', 'spark', 'aws', 'reinforcement learning', 'python', 'r', 'tableau', 'powerbi', 'classification', 'sql', 'etl pipelines', 'nlp', 'hadoop', 'azure', 'regression']"
Senior,Principal Data Scientist,"['predictive modeling', 'java/scala', 'feature engineering', 'spark', 'aws', 'reinforcement learning', 'deep learning', 'python', 'r', 'etl automation', 'tableau', 'powerbi', 'ensemble methods', 'sql', 'nlp', 'hadoop', 'gcp', 'machine learning']"
Senior,Principal Machine Learning Engineer,"['advanced ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx', 'scala', 'python', 'r', 'feature engineering, etl automation', 'sql', 'java', 'mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)', 'big data: hadoop, spark']"
Senior,Senior Data Scientist,"['java/scala', 'feature engineering', 'spark', 'git', 'deep learning', 'python', 'r', 'tableau', 'powerbi', 'time-series modeling', 'ensemble methods', 'sql', 'aws emr', 'etl pipelines', 'nlp', 'hadoop', 'jupyter']"
Senior,Senior ML Infrastructure Engineer,"['scala', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)', 'python', 'r', 'feature engineering, etl automation', 'ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'sql', 'big data: spark, hadoop', 'java', 'mlops: ci/cd, model monitoring, cloud deployment (aws/gcp/azure)']"
Senior,Senior Machine Learning Engineer,"['feature engineering', 'spark', 'python (advanced)', 'r', 'ensemble methods', 'nlp', 'gcp', 'java', 'advanced ml/dl: deep learning, nlp, reinforcement learning, computer vision, transfer learning', 'java/scala', 'aws', 'scala', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)', 'python', 'mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)', 'regression', 'tableau', 'classification', 'sql', 'big data: spark, hadoop', 'reinforcement learning', 'etl automation', 'powerbi', 'feature engineering, etl automation', 'hadoop']"
Senior,Vibe Coder,"['project management agile', 'communication', 'code evaluation and debugging advanced', 'mentoring', 'ai coding assistant mastery', 'agile workflow management', 'ruby basics', 'prompt engineering expert', 'agile', 'python expert', 'collaboration', 'debugging ai outputs', 'creativity', 'project leadership', 'debugging ai-generated code', 'react/vue frameworks advanced', 'javascript expert', 'problem-solving', 'prompt engineering advanced']"
Senior-Level,AI Engineer - Experienced,"['spark', 'kubernetes', 'deep learning', 'r', 'c++', 'pytorch', 'keras', 'ci/cd', 'llms', 'nlp', 'azure', 'gcp', 'java', 'aws', 'docker', 'python', 'onnx', 'hugging face', 'tensorflow', 'mlops', 'lime', 'computer vision', 'hugging face transformers', 'shap', 'generative ai', 'reinforcement learning', 'model monitoring', 'hadoop', 'scikit-learn']"
Senior-Level,BI Analyst - Experienced,"['advanced tableau', 'looker', 'complex sql queries', 'advanced bi modeling', 'qlikview', 'data modeling', 'advanced analytics', 'predictive analytics', 'etl pipelines', 'snowflake', 'etl pipeline management', 'kpi definition', 'sql & database management', 'kpi and performance metrics development', 'sql optimization', 'tableau', 'sql', 'data governance', 'kpi monitoring', 'etl pipeline design', 'kpi development', 'predictive modeling', 'redshift', 'kpi strategy', 'power bi', 'sql queries', 'forecasting', 'data integration']"
Senior-Level,Cloud Engineer - Experienced,"['terraform', 'gitlab ci', 'kubernetes', 'jenkins', 'ci/cd', 'cloud security: iam, rbac, encryption, compliance', 'monitoring: cloudwatch, prometheus, elk', 'circleci', 'docker/kubernetes', 'azure advanced', 'azure', 'gcp', 'storage', 'aws', 'python', 'networking: vpc, load balancers, dns, firewall rules', 'ci/cd: jenkins, gitlab ci, circleci', 'helm', 'docker swarm', 'cloud security', 'bash', 'monitoring & logging: cloudwatch, prometheus, elk', 'monitoring/logging: cloudwatch, prometheus, elk', 'aws advanced', 'python/bash/powershell', 'powershell', 'scripting: python, bash, powershell', 'database & storage: sql, nosql, s3, azure blob storage', 'gcp advanced', 'terraform/cloudformation/ansible', 'networking & storage', 'monitoring', 'ansible', 'networking', 'sql, nosql, s3, azure blob', 'cloudformation']"
Senior-Level,Data Analyst - Experienced,"['spark', 'a/b testing', 'looker', 'data engineering', 'r', 'machine learning algorithms', 'data warehousing', 'advanced sql', 'google data studio', 'advanced analytics', 'etl workflows', 'python', 'etl', 'etl pipelines', 'snowflake', 'statistical modeling', 'kafka', 'tableau', 'sql', 'time-series forecasting', 'time-series analysis', 'hypothesis testing', 'predictive modeling', 'redshift', 'power bi', 'sas', 'hadoop', 'bigquery', 'machine learning']"
Senior-Level,Frontend Developer - Experienced,"['vue.js', 'testing automation', 'git', 'javascript (es6+)', 'html', 'performance optimization', 'angular', 'unit/integration/e2e testing', 'unit & e2e testing', 'javascript', 'ci/cd', 'performance tuning', 'advanced react', 'lazy loading', 'react/redux', 'css', 'advanced react (hooks, redux)']"
Senior-Level,QA Engineer - Experienced,"['ci/cd integration: jenkins, gitlab ci/cd, bamboo', 'performance testing: jmeter', 'programming: java, python, c#, javascript', 'performance & security testing: loadrunner', 'test documentation & reporting', 'bug tracking & documentation: jira, bugzilla, testrail', 'api testing: postman, soapui', 'bug tracking & documentation: jira, testrail, alm', 'performance & security testing: jmeter, loadrunner', 'automation: selenium, appium, cucumber, testng', 'bug tracking: jira, bugzilla', 'bug tracking & documentation: jira, testrail', 'performance testing: load, stress testing', 'api & mobile testing: postman, soapui, appium', 'ci/cd: jenkins, gitlab ci/cd, bamboo', 'test automation: selenium, appium, cucumber, junit, testng', 'ci/cd: jenkins, gitlab ci/cd', 'api testing: postman, soapui, appium', 'performance & security testing: load, stress, security testing', 'test automation: selenium, appium, cucumber, testng', 'performance & security testing: load, stress, vulnerability testing', 'bug & test management: jira, bugzilla, quality center', 'automation: selenium, appium, cucumber, junit, testng']"
Senior-Level,Test Automation Engineer - Experienced,"['testrail', 'selenium', 'loadrunner', 'jenkins', 'python', 'csharp', 'restassured', 'docker', 'gitlab', 'jira', 'cucumber', 'alm', 'java', 'jmeter', 'appium', 'gitlab ci/cd', 'postman', 'testng']"
