Skill,Demand_Count,Demand_Score
python,220,1.0
communication,167,0.759090909090909
git,156,0.7090909090909091
leadership,150,0.6818181818181818
problem-solving,147,0.6681818181818182
java,140,0.6363636363636364
sql,134,0.6090909090909091
python basics,129,0.5863636363636363
docker,118,0.5363636363636364
aws,102,0.4636363636363636
kubernetes,98,0.44545454545454544
teamwork,95,0.4318181818181818
ci/cd,91,0.41363636363636364
node.js,88,0.4
collaboration,87,0.39545454545454545
project management,85,0.38636363636363635
r,80,0.36363636363636365
tableau,79,0.35909090909090907
python advanced,76,0.34545454545454546
figma,72,0.32727272727272727
azure,72,0.32727272727272727
power bi,71,0.32272727272727275
javascript,70,0.3181818181818182
team leadership,67,0.30454545454545456
adaptability,64,0.2909090909090909
mongodb,63,0.2863636363636364
team collaboration,63,0.2863636363636364
postgresql,61,0.2772727272727273
time management,60,0.2727272727272727
html,58,0.2636363636363636
css,58,0.2636363636363636
creativity,57,0.2590909090909091
mysql,56,0.2545454545454545
java basics,51,0.2318181818181818
angular,50,0.22727272727272727
rest apis,49,0.22272727272727272
gcp,47,0.21363636363636362
react,46,0.20909090909090908
django,45,0.20454545454545456
express.js,45,0.20454545454545456
adobe xd,45,0.20454545454545456
hadoop,45,0.20454545454545456
javascript basics,43,0.19545454545454546
pytorch,39,0.17727272727272728
tensorflow,39,0.17727272727272728
vue.js,38,0.17272727272727273
flask,37,0.16818181818181818
terraform,37,0.16818181818181818
nosql,36,0.16363636363636364
snowflake,35,0.1590909090909091
csharp,34,0.15454545454545454
typography,33,0.15
javascript advanced,33,0.15
agile,32,0.14545454545454545
cross-functional collaboration,32,0.14545454545454545
spark,32,0.14545454545454545
c++,31,0.1409090909090909
strategic planning,31,0.1409090909090909
sketch,31,0.1409090909090909
jira,31,0.1409090909090909
c++ basics,31,0.1409090909090909
java advanced,31,0.1409090909090909
microservices,31,0.1409090909090909
scikit-learn,30,0.13636363636363635
graphql,30,0.13636363636363635
performance optimization,30,0.13636363636363635
stakeholder management,30,0.13636363636363635
color theory,29,0.1318181818181818
kafka,29,0.1318181818181818
jenkins,29,0.1318181818181818
critical thinking,28,0.12727272727272726
sql basics,28,0.12727272727272726
pandas,27,0.12272727272727273
excel,26,0.11818181818181818
redshift,26,0.11818181818181818
typescript,26,0.11818181818181818
lead generation,25,0.11363636363636363
aws basics,25,0.11363636363636363
predictive modeling,25,0.11363636363636363
computer vision,24,0.10909090909090909
illustrator,24,0.10909090909090909
azure basics,24,0.10909090909090909
regression,23,0.10454545454545454
cross-platform development,23,0.10454545454545454
mentoring,23,0.10454545454545454
html5,23,0.10454545454545454
css3,23,0.10454545454545454
kotlin,22,0.1
looker,22,0.1
prototyping,22,0.1
git basics,22,0.1
cloudformation,22,0.1
data analysis,22,0.1
postman basics,21,0.09545454545454546
swift,21,0.09545454545454546
tensorflow basics,21,0.09545454545454546
android studio,21,0.09545454545454546
react basics,21,0.09545454545454546
bigquery,20,0.09090909090909091
ci/cd pipelines,20,0.09090909090909091
c++ expert,20,0.09090909090909091
restful api,20,0.09090909090909091
team management,20,0.09090909090909091
analytical thinking,20,0.09090909090909091
agile leadership,20,0.09090909090909091
c# basics,20,0.09090909090909091
sas,20,0.09090909090909091
redis,19,0.08636363636363636
editing and proofreading,19,0.08636363636363636
scala,19,0.08636363636363636
machine learning,19,0.08636363636363636
nlp,19,0.08636363636363636
indesign,19,0.08636363636363636
appium,19,0.08636363636363636
javascript expert,18,0.08181818181818182
ansible,18,0.08181818181818182
proofreading,18,0.08181818181818182
multi-format content creation,18,0.08181818181818182
predictive analytics,18,0.08181818181818182
numpy,18,0.08181818181818182
bash,17,0.07727272727272727
python expert,17,0.07727272727272727
keras,17,0.07727272727272727
attention to detail,17,0.07727272727272727
jmeter,17,0.07727272727272727
email marketing automation,16,0.07272727272727272
machine learning basics,16,0.07272727272727272
testng,16,0.07272727272727272
postman,16,0.07272727272727272
innovation management,16,0.07272727272727272
resource allocation,16,0.07272727272727272
networking,16,0.07272727272727272
etl pipelines,15,0.06818181818181818
hadoop basics,15,0.06818181818181818
cloud security,15,0.06818181818181818
sql server,15,0.06818181818181818
aspnet,15,0.06818181818181818
multiplayer networking,15,0.06818181818181818
unity expert,15,0.06818181818181818
angular basics,15,0.06818181818181818
matlab,15,0.06818181818181818
unreal engine expert,15,0.06818181818181818
security compliance,15,0.06818181818181818
spring boot,15,0.06818181818181818
project leadership,15,0.06818181818181818
change management,15,0.06818181818181818
after effects,15,0.06818181818181818
mvvm,15,0.06818181818181818
deep learning,15,0.06818181818181818
c++ advanced,15,0.06818181818181818
spatial computing,15,0.06818181818181818
advanced sql,15,0.06818181818181818
objective-c,14,0.06363636363636363
problem solving,14,0.06363636363636363
mongodb basics,14,0.06363636363636363
reinforcement learning,14,0.06363636363636363
responsive design,14,0.06363636363636363
functional testing,14,0.06363636363636363
regression testing,14,0.06363636363636363
spark basics,14,0.06363636363636363
debugging ai outputs,14,0.06363636363636363
seaborn,14,0.06363636363636363
"bash, powershell scripting",14,0.06363636363636363
budget management,14,0.06363636363636363
matplotlib,14,0.06363636363636363
vue.js basics,14,0.06363636363636363
"npm, yarn",14,0.06363636363636363
invision,14,0.06363636363636363
selenium,14,0.06363636363636363
"webpack, babel",14,0.06363636363636363
classification,14,0.06363636363636363
vulnerability assessment,14,0.06363636363636363
c# advanced,14,0.06363636363636363
cms,13,0.05909090909090909
hubspot,13,0.05909090909090909
feature engineering,13,0.05909090909090909
ci/cd basics,13,0.05909090909090909
"arkit, arcore, vuforia",13,0.05909090909090909
javascript (es6+),13,0.05909090909090909
wireframing,13,0.05909090909090909
design systems,13,0.05909090909090909
cross-team collaboration,13,0.05909090909090909
forecasting,13,0.05909090909090909
social selling,13,0.05909090909090909
flink,13,0.05909090909090909
linux,13,0.05909090909090909
"cryptography, ssl/tls",13,0.05909090909090909
scala basics,13,0.05909090909090909
salesforce,13,0.05909090909090909
negotiation,13,0.05909090909090909
kpi monitoring,13,0.05909090909090909
madcap flare,13,0.05909090909090909
c# expert,13,0.05909090909090909
presentation skills,13,0.05909090909090909
motion graphics,13,0.05909090909090909
adobe framemaker,13,0.05909090909090909
stakeholder engagement,13,0.05909090909090909
selenium webdriver,13,0.05909090909090909
xcode,12,0.05454545454545454
test documentation,12,0.05454545454545454
node.js basics,12,0.05454545454545454
cypress basics,12,0.05454545454545454
data storytelling,12,0.05454545454545454
innovation,12,0.05454545454545454
firebase,12,0.05454545454545454
graphics optimization,12,0.05454545454545454
exception handling,12,0.05454545454545454
docker swarm,12,0.05454545454545454
data governance,12,0.05454545454545454
version control,12,0.05454545454545454
hugging face,12,0.05454545454545454
gesture/motion tracking,12,0.05454545454545454
"unity, unreal engine expert",12,0.05454545454545454
"c++, c# expert",12,0.05454545454545454
penetration testing,12,0.05454545454545454
helm,12,0.05454545454545454
bash/zsh scripting,12,0.05454545454545454
qlikview,12,0.05454545454545454
stakeholder communication,11,0.05
pytorch basics,11,0.05
cypress,11,0.05
testrail,11,0.05
photoshop,11,0.05
corda,11,0.05
windows server,11,0.05
lime,11,0.05
malware analysis,11,0.05
shap,11,0.05
llms,11,0.05
sensor fusion,11,0.05
godot basics,11,0.05
"react, angular, vue.js",11,0.05
async programming,11,0.05
advanced java,11,0.05
adobe photoshop,11,0.05
unit testing,11,0.05
market segmentation,10,0.045454545454545456
generators,10,0.045454545454545456
decorators,10,0.045454545454545456
ai coding assistant mastery,10,0.045454545454545456
nltk basics,10,0.045454545454545456
spacy basics,10,0.045454545454545456
matplotlib basics,10,0.045454545454545456
scalable dapps,10,0.045454545454545456
research skills,10,0.045454545454545456
api testing,10,0.045454545454545456
power bi basics,10,0.045454545454545456
numpy basics,10,0.045454545454545456
automation,10,0.045454545454545456
sqlite,10,0.045454545454545456
functions,10,0.045454545454545456
rest api/graphql,10,0.045454545454545456
pandas basics,10,0.045454545454545456
flask basics,10,0.045454545454545456
django basics,10,0.045454545454545456
room,10,0.045454545454545456
unreal engine basics,10,0.045454545454545456
unity basics,10,0.045454545454545456
"programming: java, python, c#, javascript",10,0.045454545454545456
fastapi,10,0.045454545454545456
sqlalchemy,10,0.045454545454545456
data preprocessing,10,0.045454545454545456
brand management,10,0.045454545454545456
tailwind css,10,0.045454545454545456
browser developer tools,10,0.045454545454545456
clustering,10,0.045454545454545456
shader programming hlsl/glsl,10,0.045454545454545456
sql advanced,10,0.045454545454545456
performance tuning,10,0.045454545454545456
analytics and reporting,10,0.045454545454545456
bootstrap,10,0.045454545454545456
digital marketing strategy,10,0.045454545454545456
linux fundamentals,10,0.045454545454545456
solidity basics,10,0.045454545454545456
linux/unix basics,10,0.045454545454545456
content marketing,10,0.045454545454545456
content creation,10,0.045454545454545456
research and fact-checking,10,0.045454545454545456
seo optimization,10,0.045454545454545456
nosql basics,10,0.045454545454545456
compliance frameworks,10,0.045454545454545456
spark streaming,10,0.045454545454545456
gcp basics,10,0.045454545454545456
solidity advanced,10,0.045454545454545456
rust basics,10,0.045454545454545456
data modeling,10,0.045454545454545456
ruby basics,10,0.045454545454545456
xml,9,0.04090909090909091
multimodal search optimization,9,0.04090909090909091
jetpack,9,0.04090909090909091
airflow,9,0.04090909090909091
prompt engineering expert,9,0.04090909090909091
hugging face transformers,9,0.04090909090909091
openai api,9,0.04090909090909091
nltk,9,0.04090909090909091
opencv,9,0.04090909090909091
remix ide,9,0.04090909090909091
truffle,9,0.04090909090909091
cryptography fundamentals,9,0.04090909090909091
azure cognitive services,9,0.04090909090909091
cloud platforms,9,0.04090909090909091
neural networks,9,0.04090909090909091
hypothesis testing,9,0.04090909090909091
a/b testing,9,0.04090909090909091
hardware interfacing,9,0.04090909090909091
cocoa touch,9,0.04090909090909091
cross-functional leadership,9,0.04090909090909091
azure advanced,9,0.04090909090909091
aws advanced,9,0.04090909090909091
grpc,9,0.04090909090909091
"mqtt, coap, lorawan, nb-iot",9,0.04090909090909091
cloud integration,9,0.04090909090909091
code review,9,0.04090909090909091
gcp advanced,9,0.04090909090909091
ai writing tools,9,0.04090909090909091
technical seo audits,9,0.04090909090909091
ajax,9,0.04090909090909091
oop basics,9,0.04090909090909091
ui/ux expert,9,0.04090909090909091
fastapi basics,9,0.04090909090909091
"python, go, java",9,0.04090909090909091
"networking (tcp/ip, dns, load balancing, cdn)",9,0.04090909090909091
clean architecture,9,0.04090909090909091
mllib,9,0.04090909090909091
manual testing,9,0.04090909090909091
ros development,9,0.04090909090909091
conflict resolution,9,0.04090909090909091
git/github,9,0.04090909090909091
hugging face basics,9,0.04090909090909091
content and social media marketing,9,0.04090909090909091
blockchain basics,8,0.03636363636363636
metaprogramming,8,0.03636363636363636
ui/ux basics,8,0.03636363636363636
redux/vuex,8,0.03636363636363636
talend basics,8,0.03636363636363636
mysql basics,8,0.03636363636363636
wireshark,8,0.03636363636363636
link building,8,0.03636363636363636
six sigma,8,0.03636363636363636
survey design,8,0.03636363636363636
reverse engineering,8,0.03636363636363636
api testing advanced,8,0.03636363636363636
reporting and dashboards,8,0.03636363636363636
api integration basics,8,0.03636363636363636
dagger,8,0.03636363636363636
advanced python,8,0.03636363636363636
tcp/ip,8,0.03636363636363636
content strategy,8,0.03636363636363636
data-driven decision making,8,0.03636363636363636
scheduling,8,0.03636363636363636
financial reporting,8,0.03636363636363636
python/bash/powershell,8,0.03636363636363636
bugzilla,8,0.03636363636363636
restful api design,8,0.03636363636363636
hyperledger basics,8,0.03636363636363636
lean management,8,0.03636363636363636
"api & mobile testing: postman, soapui, appium",8,0.03636363636363636
social media marketing,8,0.03636363636363636
testing frameworks,8,0.03636363636363636
basic html/css,8,0.03636363636363636
brand voice consistency,8,0.03636363636363636
"simulation (gazebo, rviz)",8,0.03636363636363636
hyperledger,8,0.03636363636363636
ui/ux fundamentals,8,0.03636363636363636
sensor and actuator integration,8,0.03636363636363636
agile/scrum,8,0.03636363636363636
ai-assisted content creation,8,0.03636363636363636
advanced analytics,8,0.03636363636363636
java/scala,8,0.03636363636363636
powerbi,8,0.03636363636363636
cms basics,8,0.03636363636363636
product knowledge,7,0.031818181818181815
spss,7,0.031818181818181815
requirement gathering,7,0.031818181818181815
"jest, mocha, cypress",7,0.031818181818181815
rest api,7,0.031818181818181815
"redux, vuex",7,0.031818181818181815
"docker, ci/cd",7,0.031818181818181815
dotnet,7,0.031818181818181815
mvc,7,0.031818181818181815
crm basics,7,0.031818181818181815
physics simulation,7,0.031818181818181815
terraform/ansible awareness,7,0.031818181818181815
"iac (terraform, ansible, puppet, chef)",7,0.031818181818181815
editing,7,0.031818181818181815
html/css/xml,7,0.031818181818181815
json,7,0.031818181818181815
restassured,7,0.031818181818181815
cucumber,7,0.031818181818181815
embedded systems design,7,0.031818181818181815
closing techniques,7,0.031818181818181815
pipeline management,7,0.031818181818181815
sales forecasting,7,0.031818181818181815
performance tracking,7,0.031818181818181815
relationship building,7,0.031818181818181815
active listening,7,0.031818181818181815
google analytics ga4,7,0.031818181818181815
report writing,7,0.031818181818181815
apache spark basics,7,0.031818181818181815
google analytics basics,7,0.031818181818181815
ensemble methods,7,0.031818181818181815
ethereum,7,0.031818181818181815
corda basics,7,0.031818181818181815
"docker, kubernetes",7,0.031818181818181815
onnx,7,0.031818181818181815
content research,7,0.031818181818181815
agile documentation,7,0.031818181818181815
docker basics,7,0.031818181818181815
backlog grooming,7,0.031818181818181815
linux expert,7,0.031818181818181815
nagios,7,0.031818181818181815
dapps basics,7,0.031818181818181815
lead generation and nurturing,7,0.031818181818181815
"ci/cd: jenkins, gitlab ci/cd, bamboo",7,0.031818181818181815
emerging marketing technologies,7,0.031818181818181815
unittest basics,7,0.031818181818181815
clear writing,7,0.031818181818181815
markdown,7,0.031818181818181815
kubernetes basics,7,0.031818181818181815
networking fundamentals,7,0.031818181818181815
"metasploit, burp suite, nmap, sqlmap, wireshark",7,0.031818181818181815
github actions,7,0.031818181818181815
soapui basics,7,0.031818181818181815
technical writing,7,0.031818181818181815
cybersecurity basics,7,0.031818181818181815
selenium basics,7,0.031818181818181815
powershell,7,0.031818181818181815
erp/crm tools,7,0.031818181818181815
agile methodology,7,0.031818181818181815
data analysis basics,7,0.031818181818181815
qualitative research,7,0.031818181818181815
incident response,7,0.031818181818181815
ruby advanced,7,0.031818181818181815
agile methodologies,7,0.031818181818181815
ethereum multi-chain,6,0.02727272727272727
linux basics,6,0.02727272727272727
splunk,6,0.02727272727272727
looker studio,6,0.02727272727272727
python/bash scripting,6,0.02727272727272727
aws/azure basics,6,0.02727272727272727
ci/cd integration,6,0.02727272727272727
test data management,6,0.02727272727272727
user research,6,0.02727272727272727
performance and load testing,6,0.02727272727272727
machine learning integration,6,0.02727272727272727
advanced cad,6,0.02727272727272727
bash scripting basics,6,0.02727272727272727
strategic alignment,6,0.02727272727272727
budget optimization,6,0.02727272727272727
seo basics,6,0.02727272727272727
storage,6,0.02727272727272727
grammar and punctuation,6,0.02727272727272727
sql fundamentals,6,0.02727272727272727
react/redux,6,0.02727272727272727
malware analysis and reverse engineering,6,0.02727272727272727
"python, c/c++, javascript advanced",6,0.02727272727272727
accessibility,6,0.02727272727272727
docker/kubernetes fundamentals,6,0.02727272727272727
prompt writing fundamentals,6,0.02727272727272727
"ci/cd: jenkins, gitlab ci, circleci",6,0.02727272727272727
risk assessment and mitigation,6,0.02727272727272727
web application security,6,0.02727272727272727
relationship management,6,0.02727272727272727
product demos,6,0.02727272727272727
sales automation,6,0.02727272727272727
data-driven sales,6,0.02727272727272727
closing deals,6,0.02727272727272727
excel charts,6,0.02727272727272727
digital sales awareness,6,0.02727272727272727
customer engagement,6,0.02727272727272727
content optimization,6,0.02727272727272727
cms proficiency,6,0.02727272727272727
advanced data analysis,6,0.02727272727272727
tableau basics,6,0.02727272727272727
data analytics,6,0.02727272727272727
basic statistics,6,0.02727272727272727
storytelling,6,0.02727272727272727
cryptography advanced,6,0.02727272727272727
cms familiarity,6,0.02727272727272727
cryptography basics,6,0.02727272727272727
kpi tracking,6,0.02727272727272727
solidworks advanced,6,0.02727272727272727
ai-assisted documentation,6,0.02727272727272727
xml/html/css,6,0.02727272727272727
api documentation,6,0.02727272727272727
structured authoring,6,0.02727272727272727
multi-channel campaign management,6,0.02727272727272727
email automation,6,0.02727272727272727
digital marketing awareness,6,0.02727272727272727
advanced writing and editing,6,0.02727272727272727
vmware,6,0.02727272727272727
erp/crm systems,6,0.02727272727272727
machine learning in robotics,6,0.02727272727272727
python scripting,6,0.02727272727272727
adobe illustrator,6,0.02727272727272727
embedded systems advanced,6,0.02727272727272727
edge computing,6,0.02727272727272727
jenkins basics,5,0.022727272727272728
smart contract optimization,5,0.022727272727272728
business process optimization,5,0.022727272727272728
usability testing,5,0.022727272727272728
user flows,5,0.022727272727272728
"cloud platforms (aws, azure, gcp)",5,0.022727272727272728
cross-chain interoperability,5,0.022727272727272728
link building strategy,5,0.022727272727272728
html/css basics,5,0.022727272727272728
strategic copywriting,5,0.022727272727272728
advanced copywriting,5,0.022727272727272728
ai-assisted writing tools,5,0.022727272727272728
digital marketing integration,5,0.022727272727272728
search console,5,0.022727272727272728
docker/kubernetes,5,0.022727272727272728
user research basics,5,0.022727272727272728
snort,5,0.022727272727272728
machine learning predictive analytics,5,0.022727272727272728
cybersecurity expertise,5,0.022727272727272728
risk and quality oversight,5,0.022727272727272728
vs code,5,0.022727272727272728
selenium webdriver basics,5,0.022727272727272728
testing,5,0.022727272727272728
"cloud computing (aws, azure)",5,0.022727272727272728
unit & e2e testing,5,0.022727272727272728
flask advanced,5,0.022727272727272728
process optimization,5,0.022727272727272728
metrics-driven qa,5,0.022727272727272728
ux research integration,5,0.022727272727272728
arcore basics,5,0.022727272727272728
arkit basics,5,0.022727272727272728
ux documentation,5,0.022727272727272728
advanced technical writing,5,0.022727272727272728
"test automation: selenium, appium, cucumber, testng",5,0.022727272727272728
data-driven marketing,5,0.022727272727272728
distributed systems,5,0.022727272727272728
kinematics,5,0.022727272727272728
seo/sem/ppc optimization,5,0.022727272727272728
matlab basics,5,0.022727272727272728
redux,5,0.022727272727272728
debugging basics,5,0.022727272727272728
spatial computing basics,5,0.022727272727272728
linux administration,5,0.022727272727272728
terraform basics,5,0.022727272727272728
bash scripting,5,0.022727272727272728
django advanced,5,0.022727272727272728
marketing analytics and reporting,5,0.022727272727272728
budgeting,5,0.022727272727272728
intro to nlp,5,0.022727272727272728
"python, c/c++, javascript",5,0.022727272727272728
team leadership and conflict resolution,5,0.022727272727272728
etl pipeline management,5,0.022727272727272728
advanced tableau,5,0.022727272727272728
"docker, kubernetes expert",5,0.022727272727272728
distributed systems design,5,0.022727272727272728
c basics,5,0.022727272727272728
core data,5,0.022727272727272728
arduino basics,5,0.022727272727272728
raspberry pi basics,5,0.022727272727272728
ros basics,5,0.022727272727272728
generative ai,5,0.022727272727272728
go,5,0.022727272727272728
"statistics: probability, linear algebra",5,0.022727272727272728
interaction design,5,0.022727272727272728
advanced photoshop,5,0.022727272727272728
3d design,5,0.022727272727272728
simulator,5,0.022727272727272728
cad/solidworks advanced,5,0.022727272727272728
advanced nlp,5,0.022727272727272728
etl automation,5,0.022727272727272728
supervised/unsupervised learning,5,0.022727272727272728
ros advanced,5,0.022727272727272728
automation scripting,5,0.022727272727272728
ipv6 basics,5,0.022727272727272728
shader programming,5,0.022727272727272728
graphql basics,5,0.022727272727272728
cloud basics,5,0.022727272727272728
business intelligence,5,0.022727272727272728
ai-enhanced analytics,5,0.022727272727272728
aws iot basics,5,0.022727272727272728
azure iot basics,5,0.022727272727272728
tcp/ip basics,5,0.022727272727272728
hardware debugging,5,0.022727272727272728
google data studio,5,0.022727272727272728
azure fundamentals,5,0.022727272727272728
code evaluation,5,0.022727272727272728
react/vue expert,5,0.022727272727272728
etl basics,5,0.022727272727272728
ai-powered seo tools,5,0.022727272727272728
requirement elicitation,5,0.022727272727272728
advanced javascript,5,0.022727272727272728
market research,5,0.022727272727272728
entity framework basics,5,0.022727272727272728
asp.net core,4,0.01818181818181818
entity framework,4,0.01818181818181818
advanced analytics and a/b testing,4,0.01818181818181818
roadmap execution,4,0.01818181818181818
analytical skills,4,0.01818181818181818
etl concepts,4,0.01818181818181818
"analytics and reporting (ga4, looker studio, search console)",4,0.01818181818181818
advanced technical seo,4,0.01818181818181818
on-page and off-page optimization,4,0.01818181818181818
visual studio,4,0.01818181818181818
project coordination,4,0.01818181818181818
scheduling and budgeting,4,0.01818181818181818
agile facilitation,4,0.01818181818181818
product vision and strategy,4,0.01818181818181818
"tools: jira, confluence, figma, mixpanel, tableau",4,0.01818181818181818
product vision and roadmap development,4,0.01818181818181818
gcp fundamentals,4,0.01818181818181818
cloudformation basics,4,0.01818181818181818
compliance,4,0.01818181818181818
performance testing,4,0.01818181818181818
design thinking,4,0.01818181818181818
agile methods,4,0.01818181818181818
business process modeling,4,0.01818181818181818
agile fundamentals,4,0.01818181818181818
firewall basics,4,0.01818181818181818
